iter	Logloss
221	0.2770052511
222	0.2767841228
223	0.2765329147
224	0.276413364
225	0.2762105844
226	0.2761755849
227	0.2760886478
228	0.2759208894
229	0.275742232
230	0.2754574719
231	0.2752204319
232	0.2749339625
233	0.2746573606
234	0.2743428146
235	0.2740594481
236	0.2738081324
237	0.2736166634
238	0.2734547853
239	0.2732737798
240	0.2730536777
241	0.272954574
242	0.2727934327
243	0.2725789516
244	0.2723946968
245	0.2722146492
246	0.2721385704
247	0.2720280944
248	0.2718913252
249	0.2717223697
250	0.271576216
251	0.2714480751
252	0.2711482045
253	0.271032831
254	0.2709354396
255	0.2706644891
256	0.2705887788
257	0.2704663007
258	0.2704404471
259	0.2702856892
260	0.2698567161
261	0.2695341794
262	0.2693941557
263	0.2692597598
264	0.2692050025
265	0.269079296
266	0.2689652476
267	0.2688806712
268	0.2686543899
269	0.2683252394
270	0.2680700563
271	0.2679028762
272	0.2677080121
273	0.2675691981
274	0.2673623241
275	0.2671510262
276	0.2671185165
277	0.2669490381
278	0.2668825264
279	0.2667524724
280	0.266593704
281	0.2663016764
282	0.2661678735
283	0.26599945
284	0.2658984237
285	0.2657811957
286	0.2654474677
287	0.2654251322
288	0.2651892323
289	0.2650054812
290	0.2648992808
291	0.2646594335
292	0.2644283774
293	0.2644216732
294	0.2643306663
295	0.2641198797
296	0.2640616817
297	0.263814892
298	0.2636643193
299	0.2636502422
300	0.2635017629
301	0.2632759785
302	0.263170971
303	0.2631162066
304	0.2629764962
305	0.2627407865
306	0.2626530058
307	0.2624482233
308	0.2623446578
309	0.2621562254
310	0.2621002046
311	0.261878527
312	0.2616949331
313	0.2615081325
314	0.261355666
315	0.2612623495
316	0.2612155617
317	0.2610487342
318	0.2609353031
319	0.2608757814
320	0.260729102
321	0.2606996726
322	0.2605848885
323	0.260247776
324	0.2601297656
325	0.2599296338
326	0.259780675
327	0.2596609145
328	0.2596523165
329	0.2594851026
330	0.2593579657
331	0.2591495783
332	0.2590371291
333	0.2589160932
334	0.2587668218
335	0.2586141283
336	0.258288881
337	0.2579997512
338	0.2579932295
339	0.2577600407
340	0.2576161187
341	0.2574104945
342	0.2572277556
343	0.2570434549
344	0.2568729456
345	0.2567503178
346	0.256612853
347	0.2565433397
348	0.2563239518
349	0.25623147
350	0.2561665272
351	0.2559469921
352	0.2559246911
353	0.2558298311
354	0.2556381465
355	0.2556335881
356	0.2556291062
357	0.255444601
358	0.2554043461
359	0.2553788094
360	0.2552726181
361	0.2551803457
362	0.2549692138
363	0.2548042447
364	0.2545873436
365	0.2544281293
366	0.2543351014
367	0.2542441631
368	0.2542161579
369	0.2541390962
370	0.2540635417
371	0.2540039325
372	0.2538710577
373	0.2538560565
374	0.2537241256
375	0.2535156008
376	0.2533821016
377	0.25314338
378	0.2529619859
379	0.2528628822
380	0.2526171588
381	0.2524660641
382	0.2522160288
383	0.2521079686
384	0.2519601382
385	0.2517990892
386	0.2516936034
387	0.2516441338
388	0.2514422893
389	0.2514325141
390	0.2511664267
391	0.2510329486
392	0.2508591092
393	0.2508234933
394	0.2507348962
395	0.2506583405
396	0.2505662452
397	0.2505107814
398	0.2502982266
399	0.2501343436
400	0.2499870702
401	0.2499326126
402	0.2498231111
403	0.2495561418
404	0.2494564822
405	0.2494529154
406	0.2493749381
407	0.2492359181
408	0.2490922646
409	0.2489536653
410	0.2487248015
411	0.2486819412
412	0.2486387305
413	0.2483787223
414	0.2483600484
415	0.248051587
416	0.2478963111
417	0.247759227
418	0.2476805962
419	0.2476783563
420	0.247599906
421	0.2474330554
422	0.2472371171
423	0.247135126
424	0.2470428959
425	0.247042892
426	0.2469666365
427	0.2467984442
428	0.2467045845
429	0.2465582781
430	0.2463099599
431	0.2461060984
432	0.2459809183
433	0.2457794788
434	0.2457009488
435	0.2457009467
436	0.2456130442
437	0.2453613523
438	0.2451817659
439	0.2450227852
440	0.2449476349
441	0.2448589222
442	0.2447639726
443	0.2446200281
444	0.2444185656
445	0.2442285333
446	0.2442285284
447	0.2440895007
448	0.243929559
449	0.2437648243
450	0.2435312728
451	0.2434569774
452	0.2432380705
453	0.2430550618
454	0.2428653303
455	0.242719214
456	0.2426474137
457	0.2424899188
458	0.2422907409
459	0.2422856121
460	0.2421467369
461	0.2420039369
462	0.2419441677
463	0.2418508264
464	0.2417783714
465	0.2416634857
466	0.2414486381
467	0.2414132908
468	0.2413272356
469	0.2411687549
470	0.2411520068
471	0.2410691149
472	0.2408771506
473	0.2407090639
474	0.2405711762
475	0.2404715074
476	0.2402708186
477	0.2400710843
478	0.2398426108
479	0.2396842461
480	0.2395647036
481	0.2394987831
482	0.2394232592
483	0.2393073455
484	0.2391978841
485	0.2390133461
486	0.2388155354
487	0.238698969
488	0.2385290607
489	0.238387944
490	0.2382753065
491	0.238079027
492	0.237932293
493	0.2377904637
494	0.2376470367
495	0.2374642022
496	0.2373665747
497	0.2372050659
498	0.2371184466
499	0.2369532853
500	0.2367128534
501	0.2366771152
502	0.2365845896
503	0.2364520784
504	0.2362410164
505	0.2360840225
506	0.2360662189
507	0.2359559708
508	0.2357367633
509	0.2355272446
510	0.2354263653
511	0.2353212032
512	0.2351336487
513	0.2348993345
514	0.2347849052
515	0.2346041439
516	0.2344704971
517	0.2342266128
518	0.2340149769
519	0.2339322097
520	0.2337429932
521	0.2335912848
522	0.2334441726
523	0.2332142741
524	0.2330895724
525	0.2329336609
526	0.2327809683
527	0.2325948932
528	0.232447463
529	0.2323265606
530	0.2321585239
531	0.2320059993
532	0.231769017
533	0.2316183848
534	0.231537102
535	0.23125765
536	0.2310577235
537	0.2308862926
538	0.2307008807
539	0.2304990549
540	0.2304075454
541	0.2302356601
542	0.2300254499
543	0.2299190275
544	0.2295755995
545	0.2294412303
546	0.2293145107
547	0.2292583051
548	0.229130396
549	0.2289289592
550	0.2287714102
551	0.2286934206
552	0.2284794927
553	0.2283068474
554	0.2282540256
555	0.2280865654
556	0.2279520235
557	0.2278349855
558	0.2277111348
559	0.2276321845
560	0.2274155149
561	0.2272453679
562	0.2270823069
563	0.2269984578
564	0.2269292654
565	0.2268028221
566	0.2266451081
567	0.226565951
568	0.2265235556
569	0.2263271552
570	0.226145826
571	0.2260463271
572	0.2259404098
573	0.2258812229
574	0.2257880321
575	0.2256994703
576	0.2255163993
577	0.2254068199
578	0.2252087507
579	0.2250127277
580	0.2248831856
581	0.2247310282
582	0.2245660241
583	0.2244426155
584	0.2242882939
585	0.2242210352
586	0.2241632568
587	0.2240948614
588	0.2239910115
589	0.2238508441
590	0.2237276938
591	0.2235645959
592	0.2235308572
593	0.2234548102
594	0.2234135603
595	0.2232802118
596	0.2231157214
597	0.2229230161
598	0.22285647
599	0.2227499216
600	0.2226982959
601	0.2225645924
602	0.2223916107
603	0.22232334
604	0.2221543889
605	0.2220138674
606	0.2219259786
607	0.2217659908
608	0.2216694049
609	0.2215104023
610	0.2213378095
611	0.2211820665
612	0.2209994493
613	0.2207893387
614	0.2205829596
615	0.2204232364
616	0.2202945579
617	0.2201418977
618	0.2200692113
619	0.2199557972
620	0.2198092263
621	0.2197413712
622	0.2195944661
623	0.2194733183
624	0.2193608803
625	0.2191521233
626	0.2189998084
627	0.2189078831
628	0.2188422035
629	0.2187315734
630	0.2186875277
631	0.2185583041
632	0.2184246805
633	0.2182927007
634	0.2182430711
635	0.2181079449
636	0.2179453874
637	0.2177632728
638	0.2176099368
639	0.2175227098
640	0.217372467
641	0.2172675742
642	0.217266457
643	0.2171284448
644	0.2170508628
645	0.2169430415
646	0.216883067
647	0.2167260881
648	0.2165873628
649	0.2165416235
650	0.216396402
651	0.2163077205
652	0.2162328229
653	0.216165012
654	0.2160088801
655	0.2158376457
656	0.2157736974
657	0.2156504639
658	0.2155184352
659	0.215414662
660	0.2153563612
661	0.2152653747
662	0.2150695941
663	0.2149276609
664	0.214735721
665	0.2146778496
666	0.2146212461
667	0.2145400336
668	0.2144814869
669	0.214422138
670	0.2142715986
671	0.2141732379
672	0.2140250747
673	0.2138721897
674	0.21371966
675	0.2136633168
676	0.2135329895
677	0.2134756491
678	0.213416535
679	0.2133673106
680	0.2132118281
681	0.21312465
682	0.2129737545
683	0.212856433
684	0.2127206388
685	0.2126570569
686	0.2126038325
687	0.2125262368
688	0.2123847214
689	0.2121985739
690	0.2120763908
691	0.2119775214
692	0.2118862617
693	0.2117102491
694	0.2116035547
695	0.2115610611
696	0.2114838411
697	0.2113192034
698	0.2111350053
699	0.2110405881
700	0.2109478256
701	0.2108541678
702	0.2108165275
703	0.2107611897
704	0.2107073939
705	0.2106244565
706	0.2105320059
707	0.2104530888
708	0.2103112899
709	0.2102485121
710	0.2101891726
711	0.2100617412
712	0.2099138309
713	0.2098380564
714	0.2096888768
715	0.2095895683
716	0.2095067076
717	0.2094667355
718	0.2094142113
719	0.2093361536
720	0.2092483172
721	0.2091688023
722	0.2091350019
723	0.2089994493
724	0.2088978452
725	0.2087964877
726	0.2086786414
727	0.208545691
728	0.2084145834
729	0.2083316598
730	0.2081987709
731	0.2080921542
732	0.2080139093
733	0.2079631176
734	0.2078053741
735	0.2077562569
736	0.20765965
737	0.2076093272
738	0.2074941271
739	0.2073393756
740	0.2072523009
741	0.2071730676
742	0.2071180964
743	0.2070245421
744	0.2069076861
745	0.2068217823
746	0.2067364971
747	0.2066843183
748	0.20657133
749	0.2064983751
750	0.2064190741
751	0.2063332238
752	0.2062551235
753	0.2062099123
754	0.2060841681
755	0.2060186358
756	0.2059735609
757	0.2058846525
758	0.205745884
759	0.2056579796
760	0.2055494492
761	0.2054229988
762	0.2053767249
763	0.2052488572
764	0.2051652933
765	0.2050859825
766	0.2050016988
767	0.2049022963
768	0.2047763404
769	0.2046320571
770	0.2045152425
771	0.2044383191
772	0.2043951916
773	0.2043525115
774	0.2042437148
775	0.2040799797
776	0.2040356258
777	0.2039358025
778	0.2038095937
779	0.2037792333
780	0.203735936
781	0.2036098909
782	0.203580447
783	0.2035022915
784	0.2033823902
785	0.2033154613
786	0.2032742047
787	0.2031288871
788	0.2030457234
789	0.2030058319
790	0.2029328531
791	0.2028926326
792	0.2027740502
793	0.2025588529
794	0.2024153298
795	0.2023329868
796	0.2022486202
797	0.2021797866
798	0.2020250151
799	0.2019561344
800	0.2018549082
801	0.2017891677
802	0.2017214047
803	0.2016825393
804	0.2016147775
805	0.2015081174
806	0.2013742626
807	0.2012791461
808	0.2011820173
809	0.2010757889
810	0.2010011562
811	0.2009038851
812	0.200732853
813	0.200633123
814	0.2005276069
815	0.2003282435
816	0.2002025412
817	0.2000894986
818	0.200050346
819	0.1999966243
820	0.1998897852
821	0.1997714583
822	0.1997075424
823	0.1995834408
824	0.1995448583
825	0.1993769936
826	0.1992817805
827	0.1991668371
828	0.1989997748
829	0.1988893126
830	0.198775287
831	0.1986540184
832	0.1985227412
833	0.1984866922
834	0.1983829246
835	0.1983063733
836	0.1982121086
837	0.198132544
838	0.198059385
839	0.1979526798
840	0.1978928639
841	0.1978333638
842	0.1977334739
843	0.1976501505
844	0.1975787763
845	0.1974610439
846	0.1973994689
847	0.1973725901
848	0.1973121132
849	0.1972840349
850	0.1972236
851	0.1970860219
852	0.1970298858
853	0.1969738767
854	0.1969084557
855	0.1967808075
856	0.1967415464
857	0.1966327227
858	0.196526517
859	0.1964544416
860	0.1963940349
861	0.1962596525
862	0.1961262397
863	0.1959834456
864	0.195927196
865	0.1958707236
866	0.1957801531
867	0.1956379273
868	0.195513667
869	0.1953993149
870	0.1952950994
871	0.195184916
872	0.1950797196
873	0.1950059163
874	0.1948364709
875	0.1946897916
876	0.1946257893
877	0.1945313332
878	0.1944966397
879	0.1944143658
880	0.1943817842
881	0.1943490432
882	0.1942656149
883	0.1941795328
884	0.1940379549
885	0.193924818
886	0.1938928566
887	0.1938581938
888	0.1937620544
889	0.193631815
890	0.1935423044
891	0.1934474328
892	0.1933803004
893	0.1933344625
894	0.1932213499
895	0.1930854422
896	0.1929874831
897	0.1928738148
898	0.1928202817
899	0.1927863808
900	0.1927252828
901	0.1926704367
902	0.1925947271
903	0.1924789758
904	0.1924019669
905	0.1922979737
906	0.1922059682
907	0.192090522
908	0.1919631919
909	0.1918178667
910	0.1917776775
911	0.1917098468
912	0.1916668838
913	0.1916350965
914	0.191525428
915	0.1914306841
916	0.1913252318
917	0.1912670362
918	0.1911754782
919	0.1910695018
920	0.1909358502
921	0.1909120364
922	0.1908359488
923	0.1908026243
924	0.1907726646
925	0.1906981286
926	0.1905943683
927	0.1904890709
928	0.1904064271
929	0.1903755371
930	0.1903220307
931	0.1902740471
932	0.1902188776
933	0.1901649036
934	0.1900477934
935	0.1899993515
936	0.1899401114
937	0.1898892728
938	0.1898468987
939	0.1898111261
940	0.1897516568
941	0.1896975857
942	0.189641313
943	0.1895454966
944	0.1894791205
945	0.1894008877
946	0.1893675768
947	0.1893061202
948	0.1892174273
949	0.1891892578
950	0.1891168646
951	0.1889906377
952	0.1889031096
953	0.1888170637
954	0.1887517697
955	0.1886703044
956	0.1885993125
957	0.1885152226
958	0.1884336271
959	0.1883266983
960	0.1882987646
961	0.1882097088
962	0.1881835941
963	0.1880289454
964	0.1879487081
965	0.1878549815
966	0.1877700931
967	0.1876922481
968	0.187674048
969	0.1875704304
970	0.1875063689
971	0.1874487334
972	0.187337852
973	0.1872881864
974	0.1872133912
975	0.1871591342
976	0.1871097451
977	0.18708176
978	0.1870437967
979	0.186967867
980	0.1869454122
981	0.186886882
982	0.1868587477
983	0.1868054434
984	0.186694212
985	0.1866121794
986	0.1864875411
987	0.1864599565
988	0.1864090714
989	0.1862964579
990	0.1862003265
991	0.1860882891
992	0.1860110164
993	0.1859329969
994	0.1858988749
995	0.1858704415
996	0.1858444381
997	0.1858206296
998	0.1857614344
999	0.185679318
